Unnamed: 0,elapsed_timestamp,elapsed_time,timestamp,right_wrist_angle,right_wrist_x_pos,right_wrist_y_pos,right_wrist_z_pos,right_elbow_angle,right_elbow_x_pos,right_elbow_y_pos,right_elbow_z_pos,right_shoulder_angle,right_shoulder_x_pos,right_shoulder_y_pos,right_shoulder_z_pos,left_wrist_angle,left_wrist_x_pos,left_wrist_y_pos,left_wrist_z_pos,left_elbow_angle,left_elbow_x_pos,left_elbow_y_pos,left_elbow_z_pos,left_shoulder_angle,left_shoulder_x_pos,left_shoulder_y_pos,left_shoulder_z_pos,middle_hip_angle,middle_shoulder_angle
184,6133.0,6.133,0:06.133,166.748,595,1020,0.4014725387096405,144.33,753,935,0.4866034686565399,21.792,833,704,0.3978596925735473,167.372,558,1052,-0.1065858528017997,150.32,721,910,-0.3504432737827301,24.506,801,691,-0.3626946210861206,68.45377350296964,123.1644064307064
185,6167.000000000001,6.167000000000001,0:06.167,164.87399999999997,521,1018,0.4602467715740204,146.348,694,915,0.5376373529434204,31.565999999999995,808,706,0.4190708696842193,164.96800000000002,479,1033,-0.2209626585245132,154.282,684,911,-0.3959555327892303,34.756,811,692,-0.3698678910732269,68.5344704499814,125.19864665220298
186,6200.0,6.2,0:06.200,161.358,513,974,0.4638022780418396,152.03,671,891,0.5762483477592468,44.264,782,718,0.4672668874263763,164.752,507,957,-0.1636730283498764,158.048,695,856,-0.3329460620880127,46.2,827,692,-0.2958157658576965,66.36640935911527,126.88904372611394
187,6233.000000000001,6.2330000000000005,0:06.233,161.292,500,940,0.3251364827156067,157.628,652,889,0.5467981100082397,56.098,761,727,0.5147854685783386,164.196,461,862,-0.2073085159063339,161.348,687,821,-0.3260997235774994,55.022000000000006,832,690,-0.2421669214963913,62.090088121599976,126.91695878880606
188,6267.0,6.267,0:06.267,156.346,368,883,0.4090580344200134,159.584,581,852,0.5308743119239807,64.194,760,726,0.4680680930614471,164.24999999999997,387,833,-0.3889583945274353,163.144,637,804,-0.4222879409790039,61.03800000000001,831,690,-0.2746412456035614,70.69510131942357,116.18145926779933
189,6300.000000000001,6.300000000000001,0:06.300,159.67399999999998,351,795,0.3570268750190735,161.05599999999998,550,801,0.4803919494152069,72.09400000000001,743,726,0.3929190635681152,165.206,374,769,-0.374856561422348,163.57,628,776,-0.4265083968639374,65.952,831,690,-0.3170941472053528,71.20924874156168,114.611054946694
190,6333.0,6.333,0:06.333,164.036,390,780,0.1565661579370498,163.56400000000002,563,803,0.4090365469455719,79.02600000000001,750,725,0.4059995710849762,167.51600000000002,415,727,-0.3206591308116913,164.474,640,760,-0.4265168309211731,69.684,830,689,-0.3324658572673797,70.28551513326809,113.51958971042718
191,6367.0,6.367,0:06.367,170.696,361,696,0.2291601598262787,163.99200000000002,540,761,0.4026776254177093,83.09200000000001,748,722,0.3579614162445068,167.606,388,688,-0.3447210490703583,164.55,619,744,-0.4401621222496032,72.00800000000001,829,689,-0.3367499113082886,69.61222300058213,112.10197814283684
192,6400.0,6.4,0:06.400,172.202,362,668,0.2656586766242981,163.31400000000002,542,743,0.4186131656169891,84.566,754,719,0.3558531999588012,169.21800000000002,382,660,-0.3742877840995788,164.43599999999998,608,732,-0.4616880416870117,73.45,828,689,-0.3495404124259949,68.98678359476274,111.61194868229934
193,6433.000000000001,6.433000000000001,0:06.433,177.572,350,653,0.2737623751163482,163.25,537,729,0.427126944065094,86.196,753,715,0.3633175790309906,168.758,366,664,-0.40373495221138,164.652,609,727,-0.473796397447586,74.494,828,688,-0.3507828414440155,68.86125795643918,110.72617488961347
194,6467.000000000001,6.4670000000000005,0:06.467,175.11,353,655,0.2768576145172119,163.8,539,735,0.430984228849411,85.838,753,715,0.3662995398044586,168.196,366,662,-0.4106703400611877,164.77800000000002,615,729,-0.4771048128604889,74.53,828,688,-0.3521170914173126,68.66242054533782,110.35241967964274
195,6500.0,6.5,0:06.500,170.856,351,674,0.2808408439159393,164.32999999999998,538,749,0.441303551197052,84.714,753,715,0.3827358782291412,166.546,369,669,-0.3906764388084411,165.462,613,735,-0.4701235294342041,74.06800000000001,828,688,-0.3488690555095672,68.97663567934492,110.27203151181877
196,6533.0,6.533,0:06.533,168.572,348,717,0.2748146057128906,164.88,542,763,0.432349681854248,83.22,754,715,0.3739165067672729,163.872,369,689,-0.3828386068344116,165.16199999999998,618,743,-0.4688634276390075,72.868,827,688,-0.3500712215900421,69.47890833277754,110.93352161256809
197,6567.0,6.567,0:06.567,164.07999999999998,367,756,0.1787431985139846,165.06,552,780,0.3919552266597748,80.10400000000001,754,717,0.3708938956260681,162.60399999999998,373,713,-0.3802275359630584,164.838,623,745,-0.4658025801181793,70.44800000000001,827,688,-0.349471241235733,70.25315957917465,112.28675657707868
198,6600.000000000001,6.6000000000000005,0:06.600,161.454,341,782,0.2894669473171234,164.366,541,790,0.4427771866321563,74.5,751,720,0.3764145672321319,161.884,367,751,-0.3952314555644989,164.194,626,770,-0.4603278934955597,67.22200000000001,826,688,-0.3482050895690918,71.44696415236058,116.11816287372548
199,6633.0,6.633,0:06.633,159.69,362,869,0.4456473886966705,163.38600000000002,578,838,0.5669687390327454,67.992,752,723,0.4582751095294952,162.102,413,824,-0.4432092308998108,163.738,660,795,-0.44829261302948,62.64199999999998,824,687,-0.2921980023384094,75.49193603859419,121.5293082925014
